source,text,url,sentiment_label,sentiment_score
Wired,"AI Is Changing What High School STEM Students Study. A degree in computer science used to promise a cozy career in tech. Now, students’ ambitions are shaped by AI, in fields that blend computing with analysis, interpretation, and data.",https://www.wired.com/story/stem-high-school-students-artficial-intelligence/,Neutral,0.1
The Verge,"Nobel Prize in Physics goes to early research that led to today’s quantum computers. On Thursday, three physicists received the 2025 Nobel Prize in Physics for their work on quantum mechanics in the 1980s. Researchers John Clarke, Michel Devoret, and John Martinis created a circuit with no electrical resistance to demonstrate a phenomenon kno…",https://www.theverge.com/news/795295/nobel-prize-phyics-quantum-computers,Positive,0.7
The Verge,"AMD, Department of Energy announce $1 billion AI supercomputer partnership. AMD has sealed a $1 billion deal with the US Department of Energy to develop two supercomputers, Lux and Discovery, in collaboration with Oracle and Hewlett Packard Enterprise (HPE). Both supercomputers will live at Oak Ridge National Laboratory (ORNL) in Oak…",https://www.theverge.com/news/807483/amd-department-of-energy-announce-1-billion-ai-supercomputer-partnership,Positive,0.6
Gizmodo.com,Researchers Claim First ‘Unconditional Proof’ of Quantum Advantage. What Happens Next?. The first reported demonstration of “unconditional” quantum advantage has little practical value—but that's perhaps why it matters.,https://gizmodo.com/researchers-claim-first-unconditional-proof-of-quantum-advantage-what-happens-next-2000664343,Neutral,0.2
Thebrighterside.news,"Oxford physicists achieve teleportation between two quantum supercomputers. In a laboratory at Oxford University, scientists have achieved something that once seemed science fiction: they made two separate quantum computers work...",https://www.thebrighterside.news/post/oxford-physicists-achieve-teleportation-between-two-quantum-supercomputers/,Positive,0.75
Yahoo Entertainment,"The launch of IBM Quantum System Two is Europe’s quantum moment. I'm responsible for IBM’s business operations across over 100 countries in Europe, the Middle East and Africa, and this is a microcosm of what's coming.",https://tech.yahoo.com/science/articles/launch-ibm-quantum-system-two-094500961.html,Positive,0.7
Business Insider,2 top execs at Vanguard lay out their vision for quantum-powered investing. A study conducted by IBM and Vanguard reveals how cutting-edge quantum tech can supercharge traditional portfolio optimization techniques.,https://www.businessinsider.com/quantum-computing-financial-markets-portfolio-optimization-vanguard-ibm-hsbc-2025-10,Positive,0.8
TheStreet,"IonQ CEO just threw a curveball at Nvidia. In 2025, the quantum computing space essentially broke out of obscurity, with AI’s unrelenting demand spilling into virtually every compute bottleneck. For...",https://www.thestreet.com/technology/ionq-ceo-just-threw-a-curveball-at-nvidia,Neutral,0.1
Slashdot.org,"IBM Says Conventional AMD Chips Can Run Quantum Computing Error Correction Algorithm. IBM announced that its quantum error-correction algorithm can now run in real time on standard AMD field-programmable gate array (FPGA) chips -- a major step toward making quantum computing more practical and affordable. Reuters reports: In June, IBM said it …",https://hardware.slashdot.org/story/25/10/24/2229203/ibm-says-conventional-amd-chips-can-run-quantum-computing-error-correction-algorithm,Positive,0.9
Popular Mechanics,"Scientists Say We’ve Finally Reached Quantum Supremacy. For Real This Time!. Scientists at UT Austin claim the first provable quantum supremacy, showing a 12-qubit system beat classical computers—paving the way for real quantum power.",https://www.popularmechanics.com/science/a68068223/quantum-supremacy-breakthrough/,Positive,0.95
Yahoo Entertainment,"Here's How IonQ is Paving its Profitability Path in the Quantum Race. IonQ's strong revenue beat, billion-dollar funding and bold roadmap highlight its push toward scalable, profitable quantum computing.",https://finance.yahoo.com/news/heres-ionq-paving-profitability-path-133000725.html,Positive,0.95
The Verge,"Larry Ellison’s quest to run the world. For most of his career Larry Ellison has been content to quietly let Oracle be the company, behind the company, behind the technology that makes headlines. Its biggest products being cloud computing and database products that it sells to enterprise customers …",https://www.theverge.com/tech/787051/larry-ellison-tiktok-quest-to-run-the-world,Neutral,0.05
Scientific American,This Year’s Nobel Physics Prize Showed Quantum Mechanics Is a Big Deal—Literally. The Nobel Prize in Physics for 2025 honors scaled-up quantum physics—while sidestepping controversies swirling around quantum computing,https://www.scientificamerican.com/article/this-years-nobel-physics-prize-showed-quantum-mechanics-is-a-big-deal/,Positive,0.75
Yahoo Entertainment,"How Quantum Computing Is Positioned to Drive Long-Term Growth. QUBT expands government ties, ships new products, and scales its Tempe chip foundry to drive growth.",https://finance.yahoo.com/news/quantum-computing-positioned-drive-long-134000827.html,Positive,0.9
Yahoo Entertainment,IBM says conventional AMD chips can run quantum computing error correction algorithm. SAN FRANCISCO (Reuters) -IBM said on Friday it can run a key quantum computing error correction algorithm on commonly available chips from Advanced Micro...,https://tech.yahoo.com/science/articles/ibm-says-key-quantum-computing-100119116.html,Positive,0.65
Gizmodo.com,"Jeff Bezos Has a Plan to Curb AI’s Carbon Footprint: Send Data Centers to Space. Speaking at the Italian Tech Week in Turin, the Blue Origin founder predicted that humans will start building “giant gigawatt data centers” in space within the next two decades.",https://gizmodo.com/jeff-bezos-has-a-plan-to-curb-ais-carbon-footprint-send-data-centers-to-space-2000668833,Positive,0.75
Yahoo Entertainment,"US has a 'commanding lead' in quantum computing — for now. Quantum stocks, like Rigetti (RGTI), D-Wave (QBTS), and IonQ (IONQ), have been surging. Benchmark Company managing director of equity research in...",https://finance.yahoo.com/video/us-commanding-lead-quantum-computing-180058780.html,Positive,0.85
Barchart.com,This Quantum Computing Stock Just Set Another Scientific Record. Should You Buy It Here?. IonQ stock is back in the spotlight after its Tempo system achieved a record-breaking #AQ 64 benchmark three months ahead of schedule.,https://www.barchart.com/story/news/35108859/this-quantum-computing-stock-just-set-another-scientific-record-should-you-buy-it-here,Positive,0.9
Huggingface.co,Sentence Transformers is joining Hugging Face. We’re on a journey to advance and democratize artificial intelligence through open source and open science.,https://huggingface.co/blog/sentence-transformers-joins-hf,Positive,0.8
Science Daily,"Heisenberg said it was impossible. Scientists just proved otherwise. Researchers have reimagined Heisenberg’s uncertainty principle, engineering a trade-off that allows precise measurement of both position and momentum. Using quantum computing tools like grid states and trapped ions, they demonstrated sensing precision beyond …",https://www.sciencedaily.com/releases/2025/09/250928095633.htm,Positive,0.9
SlashGear,"NYC's First Quantum Computer Is Officially Online (And It Has A Clear AI Directive). A first-of-its-kind quantum computer is now live in NYC, built with AI in mind. But can it really change the future of model training and efficiency?",https://www.slashgear.com/1985009/new-york-city-first-quantum-computer-data-center/,Positive,0.75
Yahoo Entertainment,"Why D-Wave Quantum (QBTS) Is Up 38.4% After Quantum Tech Cuts Police Response Times in Wales. North Wales Police announced the completion of a joint proof-of-technology project with D-Wave Quantum, using a hybrid-quantum application to optimize police...",https://finance.yahoo.com/news/why-d-wave-quantum-qbts-141334398.html,Positive,0.88
Chicagoquantum.org,"Researchers develop molecular qubits that communicate at telecom frequencies. The unique qubits also connect light and magnetism at the quantum level, which makes them powerful potential building blocks for quantum technologies.",https://chicagoquantum.org/news/researchers-develop-molecular-qubits-communicate-telecom-frequencies,Positive,0.81
Scientific American,"2025 Nobel Prize Winners in Medicine, Physics and Chemistry Explained. The CDC updates COVID vaccine guidance and stirs controversy over childhood immunizations. And global health experts warn of rising child malnutrition in Gaza.",https://www.scientificamerican.com/podcast/episode/2025-nobel-prize-winners-in-medicine-physics-and-chemistry-explained/,Negative,-0.72
Yahoo Entertainment,"Why Rigetti Computing (RGTI) is Making Headlines?. ​Rigetti Computing, Inc. (NASDAQ:RGTI) is one of the Hot Growth Stocks to Invest in Now. Rigetti Computing, Inc. (NASDAQ:RGTI) has surged by more than 20...",https://finance.yahoo.com/news/why-rigetti-computing-rgti-making-070927621.html,Positive,0.89
Yahoo Entertainment,"PsiQuantum breaks ground on Chicago quantum site after $1 billion funding. The site, located at a former U.S. Steel South Works site, will serve as IQMP's anchor tenant and launch with the development of its largest intermediate...",https://tech.yahoo.com/science/articles/psiquantum-breaks-ground-chicago-quantum-170233090.html,Positive,0.9
