source,text,url,predicted_sentiment,sentiment_score
Newsdata.io,"ARENA commits $25.3 million to continue SunDrive’s copper solar cell breakthrough. Australian solar innovator SunDrive is set to accelerate its transition from laboratory breakthrough to market-ready technology, thanks to up to $25.3",https://www.nationaltribune.com.au/arena-commits-253-million-to-continue-sundrive-s-copper-solar-cell-breakthrough/,Positive,0.92
Newsdata.io,"Firefighting Equipment Bolstered Ahead Of Fire Season. The Allan Labor Government is backing our hardworking CFA volunteers with new vehicles, enhanced technology and tailored safety gear – supporting them",https://www.nationaltribune.com.au/firefighting-equipment-bolstered-ahead-of-fire-season/,Positive,0.92
Newsdata.io,Teacher's worst fears confirmed when struggling students suddenly started submitting A-grade papers. A Los Angeles teacher's routine grading session took a shocking turn when his weakest students suddenly began turning in flawless essays.,https://www.dailymail.co.uk/news/article-15278075/Teacher-students-use-AI-grade-papers.html,Negative,-0.65
Newsdata.io,How Smart BLDC Motor Controllers Improve Efficiency And Reduce Energy Costs In Manufacturing. Learn more about how smart BLDC motor controllers improve efficiency in energy costs in manufacturing below.,https://www.webpronews.com/energy-costs-in-manufacturing/,Positive,0.9
Newsdata.io,"Minisforum launches its first ARM-based Mini PC with a full x16 PCIe slot for discrete GPUs — The MS-R1 packs a 12-core Cixin P1 SoC with up to 64 GB of RAM and generous IO, starting at $500. China-based Mini PC manufacturer Minisforum has just globally launched the MS-R1, the company’s first foray into the ARM market, with a compact yet powerful device. Building on the interest in Nvidia’s DGX Spark, the ongoing AI boom has made desktop-class ARM systems a hot topic, and Minisforum’s MS-R1 differentiates itself by including support for dedicated [...]",https://startupnews.fyi/2025/11/11/minisforum-launches-its-first-arm-based-mini-pc-with-a-full-x16-pcie-slot-for-discrete-gpus-the-ms-r1-packs-a-12-core-cixin-p1-soc-with-up-to-64-gb-of-ram-and-generous-io-starting-at-500/,Positive,0.7
Newsdata.io,Michael Kors Outlet is practically giving away this leather crossbody at $55. Is this $55 Michael Kors Outlet bag the one of the best luxury deals of 2025? The math says absolutely.,https://www.cleveland.com/shopping/2025/11/michael-kors-outlet-is-practically-giving-away-this-leather-crossbody-at-55.html,Positive,0.9
Newsdata.io,"An Inflammable Act of Kindness - The Unfolding of Resilience and Identity. Image: https://www.globalnewslines.com/uploads/2025/11/1762791774.jpg10 November, 2025 - An Inflammable Act of Kindness by Monika Killeen [https://www.amazon.com/dp/1991083149/] ignites a short and touching journey through the intricate bonds that shape women's lives across generations. This beautifully written novel unravels the delicate tapestry of a",https://www.openpr.com/news/4262734/an-inflammable-act-of-kindness-the-unfolding-of-resilience,Positive,0.91
Newsdata.io,"Stomach pain from homemade opium poppy drink results in arrest. The logo for Korean police [YONHAP] A man in his 30s was arrested after going to the hospital with stomach pain caused by drinking homemade opium poppy liquor. The Suyeong Police Precinct in Busan booked the man on charges of violating the Narcotics Control Act and was conducting an investigation, the police said Monday. Related ArticlePolice arrest woman who grew 31 opium poppies in shared apartment gardenTwo middle school students caught by police for allegedly smoking marijuanaRapper D.Ark arrested on charges of alleged marijuana use and distributionYouTuber-rapper gets suspended sentence for repeat marijuana use The man is accused of drinking poppy-infused liquor at his residence in Busan at around 9 p.m. on Oct. 27. According to police, the liquor — approximately 3 liters — was given to him about six months ago by a co-worker in his 60s, who claimed it had could prevent cancer. After drinking about three shots of the liquor using a soju glass, the man experienced abdominal pain and was taken to a hospital. At the hospital, he told medical staff that he had consumed liquor made with opium poppies. The hospital then reported the case to the police. The co-worker who made the liquor using poppies grown in a yard at his residence was also booked on the same charge. “Possession of opium poppies alone is a punishable offense,” a police official said. ""Both cases will be referred to prosecutors once detailed test results are received from the National Forensic Service."" This article was originally written in Korean and translated by a bilingual reporter with the help of generative AI tools. It was then edited by a native English-speaking editor. All AI-assisted translations are reviewed and refined by our newsroom.BY KIM EUN-BIN [yoon.soyeon@joongang.co.kr]",https://koreajoongangdaily.joins.com/news/2025-11-11/national/socialAffairs/Stomach-pain-from-homemade-opium-poppy-drink-results-in-arrest/2441321,Neutral,0.0
Newsdata.io,"USAF veteran speaks of both his and his father's service to the country. To commemorate Veterans Day and the sacrifices of the millions who have served in the United States Armed Forces, the Idaho Press interviewed three area veterans.",https://www.postregister.com/news/state/usaf-veteran-speaks-of-both-his-and-his-fathers-service-to-the-country/article_14866cc9-f1ce-539e-98a8-5f383d76a388.html,Neutral,0.15
Newsdata.io,"FAST FACTS: What science says about Super Typhoon Uwan. A super typhoon at its peak, Uwan is the biggest storm to hit the country so far this year. How did it form and why did it weaken?",https://www.rappler.com/science/earth-space/things-to-know-super-typhoon-uwan/,Neutral,0.0
Newsdata.io,"Türkiye Teams Up with Trip.com Group to Become a Top Global Destination: Freeing the Magic of Turkish Culture and Travel for Asia and Beyond!. Türkiye Teams Up with Trip.com Group to Become a Top Global Destination: Freeing the Magic of Turkish Culture and Travel for Asia and Beyond!Türkiye and Trip.com Group partner to promote the country as a Super Destination, offering unique travel experiences and sustainability.The post Türkiye Teams Up with Trip.com Group to Become a Top Global Destination: Freeing the Magic of Turkish Culture and Travel for Asia and Beyond! appeared first on Travel And Tour World.",https://www.travelandtourworld.com/news/article/turkiye-teams-up-with-trip-com-group-to-become-a-top-global-destination-freeing-the-magic-of-turkish-culture-and-travel-for-asia-and-beyond/,Positive,0.94
Newsdata.io,"2 teens dead, 2 others injured after truck crashes in Jackson County. The 17-year-old driver and an 18-year-old passenger died. Two other 17-year-olds were taken to the hospital with critical injuries.",https://www.oregonlive.com/crime/2025/11/2-teens-dead-2-others-injured-after-truck-crashes-in-jackson-county.html,Negative,-0.95
