source,text,url,sentiment_label,sentiment_score
The Verge,"SB 53, the landmark AI transparency bill, is now law in California. Senate Bill 53, the landmark AI transparency bill that has divided AI companies and made headlines for months, is now officially law in California.  On Monday, California governor Gavin Newsom signed the “Transparency in Frontier Artificial Intelligence Act,”…",https://www.theverge.com/ai-artificial-intelligence/787918/sb-53-the-landmark-ai-transparency-bill-is-now-law-in-california,Neutral,0.05
Wired,AI Is the Bubble to Burst Them All. I talked to the scholars who literally wrote the book on tech bubbles—and applied their test.,https://www.wired.com/story/ai-bubble-will-burst/,Negative,-0.9
Wired,"AI Is Changing What High School STEM Students Study. A degree in computer science used to promise a cozy career in tech. Now, students’ ambitions are shaped by AI, in fields that blend computing with analysis, interpretation, and data.",https://www.wired.com/story/stem-high-school-students-artficial-intelligence/,Neutral,0.1
BBC News,Tech billionaires seem to be doom prepping. Should we all be worried?. The debate is ramping up about what happens if - or when - computer intelligence overtakes humans,https://www.bbc.com/news/articles/cly17834524o,Negative,-0.8
BBC News,How China is challenging Nvidia's AI chip dominance. Beijing has urged local firms to use homemade chips. But is China ready to turn away from Nvidia?,https://www.bbc.com/news/articles/cgmz2vm3yv8o,Neutral,0.0
The Verge,"Microsoft is giving Copilot AI faces you can chat with. Microsoft is trying to make Copilot more approachable by giving the AI assistant an animated face to talk with. The experimental “Portraits” feature in Copilot Labs is currently available in the US, UK, and Canada, and provides 40 stylized human avatars that …",https://www.theverge.com/news/788741/microsoft-copilot-labs-ai-portraits-experiment-human-avatar,Positive,0.45
Wired,"The Argument for Letting AI Burn It All Down. When the AI bubble bursts, the nerds will do their best work.",https://www.wired.com/story/ai-normal-after-ai-plateaus/,Negative,-0.6
The Verge,"AMD, Department of Energy announce $1 billion AI supercomputer partnership. AMD has sealed a $1 billion deal with the US Department of Energy to develop two supercomputers, Lux and Discovery, in collaboration with Oracle and Hewlett Packard Enterprise (HPE). Both supercomputers will live at Oak Ridge National Laboratory (ORNL) in Oak…",https://www.theverge.com/news/807483/amd-department-of-energy-announce-1-billion-ai-supercomputer-partnership,Positive,0.8
Yahoo Entertainment,Market Movers: The rise of China's AI. Chinese tech stocks like Alibaba (BABA) and Tencent (0700.HK) have been on the up as optimism about developments they're making in Artificial Intelligence...,https://finance.yahoo.com/video/market-movers-rise-chinas-ai-122822192.html,Positive,0.75
Wired,"This Startup Wants to Spark a US DeepSeek Moment. With the US falling behind on open source models, one startup has a bold idea for democratizing AI: let anyone run reinforcement learning.",https://www.wired.com/story/prime-intellect-startup-us-deepseek-moment/,Positive,0.3
Gizmodo.com,"AI Won’t Replace Jobs, but Tech Bros Want You to Be Afraid It Will. He also thinks the AI bubble burst is going to make 2008 feel like ""a golden age.""",https://gizmodo.com/ai-wont-replace-jobs-tech-bros-want-you-terrified-2000670808,Negative,-0.9
Wired,"‘Sovereign AI’ Has Become a New Front in the US-China Tech War. OpenAI has announced “AI sovereignty"" partnerships with governments around the world, but can proprietary models compete with Beijing’s open source offerings?",https://www.wired.com/story/openai-sovereign-ai-us-china-tech-war/,Neutral,0.0
Gizmodo.com,"Ledger Wants Its Latest Crypto Wallet to Take on Sam Altman’s Eyeball-Scanning Orb. As artificial intelligence bots and deepfakes make it harder to tell who is real and who isn't, crypto firms are jockeying to sell potential solutions.",https://gizmodo.com/ledger-wants-its-latest-crypto-wallet-to-take-on-sam-altmans-eyeball-scanning-orb-2000676617,Negative,-0.4
Gizmodo.com,"Jeff Bezos Has a Plan to Curb AI’s Carbon Footprint: Send Data Centers to Space. Speaking at the Italian Tech Week in Turin, the Blue Origin founder predicted that humans will start building “giant gigawatt data centers” in space within the next two decades.",https://gizmodo.com/jeff-bezos-has-a-plan-to-curb-ais-carbon-footprint-send-data-centers-to-space-2000668833,Positive,0.8
Gizmodo.com,"Peter Thiel Thinks the Antichrist Is ‘Someone Like’ This AI Doomer That He Funded. Amidst his bizarre new proselytizing, the Palantir founder is pointing the finger at a former colleague.",https://gizmodo.com/peter-thiel-thinks-the-antichrist-is-someone-like-this-ai-doomer-that-he-funded-2000671027,Negative,-0.95
