source,text,url,predicted_sentiment,sentiment_score
Newsdata.io,South Korea’s new stock exchange Nextrade considers K-Pop tokens to lure more traders. Nextrade's daily average traded value hit 7.5 trillion won (S$6.7 billion) in September compared with SGX's S$1.6 billion.,https://www.straitstimes.com/business/companies-markets/south-koreas-new-stock-exchange-nextrade-considers-k-pop-tokens-to-lure-more-traders,Neutral,0.1
Newsdata.io,"From $200 Gate Money to CEO: How Carlos Vasquez Built a Successful Brand and Company in Four Years. The remarkable transformation of a former inmate who turned 17 years behind bars into a blueprint for modern leadership and masculinity Four years ago, Carlos Vasquez walked out of a California maximum-security prison with exactly $200 in his pocket. “Gate money,” they call it—barely enough for a bus ride, a meal, or a change of [...]The post From $200 Gate Money to CEO: How Carlos Vasquez Built a Successful Brand and Company in Four Years appeared first on LA Weekly.",https://www.laweekly.com/from-200-gate-money-to-ceo-how-carlos-vasquez-built-a-successful-brand-and-company-in-four-years/,Positive,0.9
Newsdata.io,"FUPRE Scholars Emerge World’s Top 2% Scientists in 2025. Sylvester Idowu in Warri The Federal University of Petroleum Resources, Effurun (FUPRE), Delta State has placed Nigeria on the global map of academic excellence with three of its scholars listed",https://www.thisdaylive.com/2025/11/11/fupre-scholars-emerge-worlds-top-2-scientists-in-2025/,Positive,0.9
Newsdata.io,"New Anthoney’s Farms invests further LKR 500M in its value-added product range. New Anthoney’s Group, a leading sustainable poultry producer in Sri Lanka renowned for its pioneering antibiotic-free HarithaHari chicken range, has announced a landmark LKR 500 million additional investment to expand its value-added product range, alongside the official launch of its premium product line, Chicken Havens. The expansion, aimed at quadrupling production capacity within six months, [...]",http://island.lk/new-anthoneys-farms-invests-further-lkr-500m-in-its-value-added-product-range/,Positive,0.9
Newsdata.io,"Govt recommends dismissal of Madhes Province Chief Bhandari. By A Staff Reporter,Kathmandu, Nov. 11: The government has recommended the President for the dismissal of Madhes Provinc...",https://risingnepaldaily.com/news/70929,Neutral,-0.1
Newsdata.io,"Chegg (NYSE:CHGG) Announces Quarterly Earnings Results. Chegg (NYSE:CHGG – Get Free Report) released its earnings results on Monday. The technology company reported ($0.05) EPS for the quarter, topping analysts’ consensus estimates of ($0.14) by $0.09, Zacks reports. Chegg had a negative return on equity of 12.31% and a negative net margin of 53.67%. Chegg updated its Q4 2025 guidance to EPS. [...]",https://www.watchlistnews.com/chegg-nysechgg-announces-quarterly-earnings-results/10881470.html,Neutral,0.0
Newsdata.io,"Zentalis Pharmaceuticals (NASDAQ:ZNTL) Releases Quarterly Earnings Results, Beats Expectations By $0.12 EPS. Zentalis Pharmaceuticals (NASDAQ:ZNTL – Get Free Report) released its quarterly earnings data on Monday. The company reported ($0.37) earnings per share (EPS) for the quarter, beating the consensus estimate of ($0.49) by $0.12, Zacks reports. Zentalis Pharmaceuticals Trading Up 3.1% NASDAQ:ZNTL traded up $0.04 during mid-day trading on Monday, hitting $1.32. 358,061 shares of the [...]",https://www.themarketsdaily.com/2025/11/10/zentalis-pharmaceuticals-nasdaqzntl-releases-quarterly-earnings-results-beats-expectations-by-0-12-eps.html,Positive,0.85
Newsdata.io,"Senestech (NASDAQ:SNES) Announces Quarterly Earnings Results, Beats Expectations By $0.07 EPS. Senestech (NASDAQ:SNES – Get Free Report) announced its quarterly earnings results on Monday. The company reported ($0.28) earnings per share for the quarter, beating analysts’ consensus estimates of ($0.35) by $0.07, Zacks reports. Senestech had a negative return on equity of 150.93% and a negative net margin of 289.01%. Senestech Price Performance SNES traded up [...]",https://baseballnewssource.com/2025/11/10/senestech-nasdaqsnes-announces-quarterly-earnings-results-beats-expectations-by-0-07-eps/10921456.html,Positive,0.65
Newsdata.io,"DHI Group (NYSE:DHX) Issues Earnings Results. DHI Group (NYSE:DHX – Get Free Report) announced its quarterly earnings data on Monday. The technology company reported $0.06 EPS for the quarter, meeting the consensus estimate of $0.06, Zacks reports. DHI Group had a positive return on equity of 9.02% and a negative net margin of 6.97%. DHI Group updated its Q4 2025 guidance [...]",https://baseballnewssource.com/2025/11/10/dhi-group-nysedhx-issues-earnings-results/10921455.html,Neutral,0.0
Newsdata.io,"Senestech (NASDAQ:SNES) Issues Quarterly Earnings Results, Beats Estimates By $0.07 EPS. Senestech (NASDAQ:SNES – Get Free Report) announced its quarterly earnings data on Monday. The company reported ($0.28) EPS for the quarter, topping analysts’ consensus estimates of ($0.35) by $0.07, Zacks reports. Senestech had a negative return on equity of 150.93% and a negative net margin of 289.01%. Senestech Trading Up 2.7% Senestech stock traded up [...]",https://www.thelincolnianonline.com/2025/11/10/senestech-nasdaqsnes-issues-quarterly-earnings-results-beats-estimates-by-0-07-eps.html,Positive,0.35
Newsdata.io,"Booming Gold Prices Are Hiding China’s Deflationary Pain for Now. Gold is a traditional hedge against inflation for investors but in China surging bullion prices are having the opposite effect, providing a temporary respite from deflationary pressures.",https://financialpost.com/pmn/business-pmn/booming-gold-prices-are-hiding-chinas-deflationary-pain-for-now,Neutral,-0.1
Newsdata.io,"Zentalis Pharmaceuticals (NASDAQ:ZNTL) Issues Quarterly Earnings Results. Zentalis Pharmaceuticals (NASDAQ:ZNTL – Get Free Report) announced its quarterly earnings data on Monday. The company reported ($0.37) EPS for the quarter, topping analysts’ consensus estimates of ($0.49) by $0.12, Zacks reports. Zentalis Pharmaceuticals Price Performance Shares of ZNTL traded up $0.04 during trading hours on Monday, hitting $1.32. The stock had a trading volume [...]",https://zolmax.com/investing/zentalis-pharmaceuticals-nasdaqzntl-issues-quarterly-earnings-results/11655423.html,Positive,0.75
Newsdata.io,"SiBone (NASDAQ:SIBN) Posts Quarterly Earnings Results, Beats Expectations By $0.06 EPS. SiBone (NASDAQ:SIBN – Get Free Report) announced its earnings results on Monday. The company reported ($0.11) earnings per share (EPS) for the quarter, beating the consensus estimate of ($0.17) by $0.06, Zacks reports. SiBone had a negative net margin of 12.83% and a negative return on equity of 14.20%. SiBone updated its FY 2025 guidance [...]",https://zolmax.com/investing/sibone-nasdaqsibn-posts-quarterly-earnings-results-beats-expectations-by-0-06-eps/11655424.html,Positive,0.7
Newsdata.io,"VirTra (NASDAQ:VTSI) Releases Earnings Results, Misses Expectations By $0.08 EPS. VirTra (NASDAQ:VTSI – Get Free Report) released its earnings results on Monday. The company reported ($0.03) earnings per share for the quarter, missing analysts’ consensus estimates of $0.05 by ($0.08), Zacks reports. VirTra had a return on equity of 2.41% and a net margin of 4.15%. VirTra Stock Up 0.6% NASDAQ:VTSI traded up $0.03 on [...]",https://www.tickerreport.com/banking-finance/13239889/virtra-nasdaqvtsi-releases-earnings-results-misses-expectations-by-0-08-eps.html,Neutral,-0.05
Newsdata.io,"Chegg (NYSE:CHGG) Posts Earnings Results, Beats Expectations By $0.09 EPS. Chegg (NYSE:CHGG – Get Free Report) released its earnings results on Monday. The technology company reported ($0.05) earnings per share for the quarter, topping the consensus estimate of ($0.14) by $0.09, Zacks reports. Chegg had a negative return on equity of 12.31% and a negative net margin of 53.67%. Chegg updated its Q4 2025 guidance [...]",https://www.tickerreport.com/banking-finance/13239888/chegg-nysechgg-posts-earnings-results-beats-expectations-by-0-09-eps.html,Positive,0.75
Newsdata.io,"VirTra (NASDAQ:VTSI) Announces Earnings Results. VirTra (NASDAQ:VTSI – Get Free Report) issued its earnings results on Monday. The company reported ($0.03) earnings per share (EPS) for the quarter, missing the consensus estimate of $0.05 by ($0.08), Zacks reports. VirTra had a net margin of 4.15% and a return on equity of 2.41%. VirTra Trading Up 0.6% Shares of VirTra stock [...]",https://www.dailypolitical.com/2025/11/10/virtra-nasdaqvtsi-announces-earnings-results.html,Negative,-0.45
Newsdata.io,"Hayleys Mobility drives the future of mobility in Sri Lanka with OMODA & JAECOO. Hayleys Mobility Limited has introduced three next-generation new-energy vehicles, the JAECOO J7 PHEV, JAECOO J6 and OMODA E5, offering options to choose between fully electric or plug-in hybrid SUVs that align with lifestyles and driving preferences. Each vehicle is imported responsibly in compliance with government policies, reinforcing Hayleys Mobility’s commitment to responsible, transparent and sustainable [...]",http://island.lk/hayleys-mobility-drives-the-future-of-mobility-in-sri-lanka-with-omoda-jaecoo/,Positive,0.92
Newsdata.io,"Indore News: 587 Kg Toast Seized From Bakery, Harmful Sweetener Used. The Food and Drug Department has seized 587 kilograms of toast from a bakery using harmful artificial sweeteners during production. The surprise inspection was conducted on Monday at Gold Star Bakery, located in Mamta Nagar.",https://www.freepressjournal.in/indore/indore-news-587-kg-toast-seized-from-bakery-harmful-sweetener-used,Negative,-0.75
Newsdata.io,"29 Australian Companies Explore Agribusiness Opportunities in Indonesia. Gita Kamath, Deputy Ambassador of Australia to Indonesia, stated that 29 Australian companies are exploring commercial opportunities and others.",https://en.tempo.co/read/2064603/29-australian-companies-explore-agribusiness-opportunities-in-indonesia,Neutral,0.35
Newsdata.io,Big Brother contestant's tearful revelation as act 'fast tracks' one person's elimination: 'It hurts'. Colin was hit with a brutal label in the first challenge of Season 16 and fans quickly rallied around him.,https://au.lifestyle.yahoo.com/big-brother-contestants-tearful-revelation-as-act-fast-tracks-one-persons-elimination-it-hurts-235525351.html,Negative,-0.75
