source,text,url,sentiment_label,sentiment_score
The Verge,"Tales from the AI hiring frenzy. This is an excerpt of Sources by Alex Heath, a newsletter about AI and the tech industry, syndicated just for The Verge subscribers once a week. The billboard didn't say ""Listen Labs."" It didn't say anything about hiring. It consisted of just a plain white ba…",https://www.theverge.com/column/791572/ai-hiring-frenzy-startup-challenges,Neutral,0.0
Business Insider,Read 11 pitch decks from startups using AI to disrupt advertising and marketing. Check out the pitch decks AI-powered advertising and marketing tech startups used to raise millions from venture capitalists.,https://www.businessinsider.com/pitch-decks-advertising-marketing-ai-startups-raise-venture-capital-2025-10,Positive,0.7
Gizmodo.com,"AI Won’t Replace Jobs, but Tech Bros Want You to Be Afraid It Will. He also thinks the AI bubble burst is going to make 2008 feel like ""a golden age.""",https://gizmodo.com/ai-wont-replace-jobs-tech-bros-want-you-terrified-2000670808,Negative,-0.8
Wired,"Melania Trump Used as ‘Window-Dressing’ in Elaborate Memecoin Fraud, Legal Filing Claims. The first lady of the United States became a pawn in an intricate memecoin scam that resulted in millions of dollars in losses, crypto investors have alleged.",https://www.wired.com/story/melania-trump-used-as-window-dressing-in-elaborate-memecoin-fraud-legal-filing-claims/,Negative,-0.9
Gizmodo.com,Is the AI Conveyor Belt of Capital About to Stop?. Good thing it's only the entire economy propped up by this right now.,https://gizmodo.com/is-the-ai-conveyor-belt-of-capital-about-to-stop-2000671017,Negative,-0.7
Business Insider,"Digital health's 'come to Jesus moment': Merge or die. More healthcare startups are considering mergers as they struggle to raise capital or get bought, dealmakers said at the HLTH conference in Las Vegas.",https://www.businessinsider.com/digital-health-come-to-jesus-moment-merge-or-die-2025-10,Negative,-0.75
Business Insider,Inside the battle in legal tech to 'OpenAI-proof' its business. OpenAI's own use of AI put the SaaS market on notice. Legal tech companies are confident they're safe — for now.,https://www.businessinsider.com/legal-tech-saas-openai-competition-crosby-evenup-spellbook-eve-2025-10,Neutral,-0.1
Business Insider,"Sequoia partner says there's too much venture capital and not enough companies to invest in: 'It's a return-free risk'. Sequoia Capital partner and former PayPal exec, Roelof Botha, says the numbers in the venture capital game don't make sense.",https://www.businessinsider.com/sequoia-roelof-botha-venture-capital-return-free-risk-2025-10,Negative,-0.85
Business Insider,"In internal documents, Amazon warned that AI startups are delaying spending on AWS. AWS faces a ""fundamental"" shift in how startups are allocating their cloud budgets, one of the documents warned earlier this year.",https://www.businessinsider.com/amazon-ai-startups-delaying-aws-spending-2025-10,Negative,-0.7
Business Insider,"Inside the ""Dreamforce of healthcare,"" where AI hype and fear were hand in hand. Healthcare AI is booming. But at this year's HLTH conference, attendees were feeling the AI fatigue — and growing fears about OpenAI and Epic.",https://www.businessinsider.com/hlth-the-dreamforce-of-healthcare-ai-hype-met-fear-2025-10,Negative,-0.55
Business Insider,Jensen Huang name-checks 6 AI companies — and says 100% of Nvidia engineers use one of them. Six AI startups are part of Jensen Huang's future vision for human-agentic AI workforces.,https://www.businessinsider.com/jensen-huang-hot-ai-startups-nvidia-vibe-coding-cursor-openai-2025-10,Positive,0.7
Wired,"How ByteDance Made China’s Most Popular AI Chatbot. An AI chatbot developed by TikTok's parent company, ByteDance, is now more popular than DeepSeek. The feat proves that user-friendly design often matters more than having the most advanced AI model.",https://www.wired.com/story/bytedance-doubao-chatbot-popularity/,Positive,0.8
Business Insider,"Healthcare company Ensemble Health has tapped JPMorgan as it eyes a $13 billion sale or IPO in 2026. The healthcare revenue management company wants to sell or IPO at $13 billion, and will go to market early next year, sources told Business Insider.",https://www.businessinsider.com/ensemble-health-hires-jpmorgan-goldman-sachs-for-sale-ipo-2025-10,Neutral,0.2
Business Insider,"Startups should only get new hires when things start to break, Y Combinator partner says. Hiring is not a success metric at all,"" the Y Combinator partner said.",https://www.businessinsider.com/startups-should-only-hire-when-things-start-breaking-y-combinator-2025-10,Neutral,-0.2
Wired,Can AI Avoid the Enshittification Trap?. Cory Doctorow’s theory of “enshittification” explains how tech platforms rot from within. As AI grows more profitable—and powerful—it risks the same fate.,https://www.wired.com/story/can-ai-escape-enshittification-trap/,Negative,-0.8
Business Insider,"Read the pitch decks of 8 AI startups that raised millions to disrupt Hollywood. AI startups aim to shake up Hollywood. Read the pitch decks explaining how their tech is tackling production, special effects, distribution, and more.",https://www.businessinsider.com/ai-startups-hollywood-pitch-decks-raised-millions-2025-10,Positive,0.8
Business Insider,"Lab spaces were the hottest commercial real estate bet. Now, landlords are facing headwinds from DC and Silicon Valley.. Life-sciences real estate, once a pandemic-era star, is grappling with record vacancies, shrinking funding, and overbuilding across top biotech hubs.",https://www.businessinsider.com/life-sciences-real-estate-boom-lull-vacancies-funding-2025-10,Negative,-0.9
Gizmodo.com,Welcome to the ‘Jobless Growth’ Economy. Companies counting on AI are closing the door on entry-level workers.,https://gizmodo.com/welcome-to-the-jobless-growth-economy-2000673236,Negative,-0.7
The Verge,Why GM will give you Gemini — but not CarPlay. We’ve got a special episode of Decoder today. I’m talking to General Motors CEO Mary Barra and new GM Chief Product Officer Sterling Anderson about a lot of big news the company just announced. That includes a Google Gemini-powered AI assistant that’s coming …,https://www.theverge.com/podcast/803379/gm-ceo-mary-barra-sterling-anderson-cadillac-iq-ev-autonomy-interview,Neutral,0.0
Business Insider,"I left quant trading to work in AI. Here's why I gave up a more secure career to join an AI startup.. Varun Goyal, a 25-year-old engineer, left a potential career in quant trading for the uncertainty of an AI startup.",https://www.businessinsider.com/why-i-quit-quant-trading-to-bet-on-ai-boom-2025-9,Neutral,0.0
Business Insider,"Amazon, Meta, Microsoft, and Google are gambling $320 billion on AI infrastructure. The payoff isn't there yet. Big Tech is set to spend $320 billion on capex, mainly for AI infrastructure like data centers. It's a construction boom unlike any in living memory.",https://www.businessinsider.com/big-tech-ai-capex-infrastructure-data-center-wars-2025-10,Neutral,-0.2
