source,text,url,sentiment_label,sentiment_score
Yahoo Entertainment,"Nobel economist warns of AI dangers. A winner of this year’s Nobel prize in economics warned Monday that artificial intelligence offers ""amazing possibilities"" but should be regulated because of...",https://www.yahoo.com/news/articles/nobel-economist-warns-ai-dangers-194529501.html,Negative,-0.6
Business Insider,"BCG says only 5% of companies are deriving value from AI. Here are the industries it says are getting it right.. BCG says that software, telecommunications, and fintech companies are getting the most out of AI, while others are lagging behind.",https://www.businessinsider.com/industries-seeing-value-from-ai-bcg-consulting-report-2025-10,Negative,-0.5
Business Insider,"The $160 billion martech industry can't answer a simple question: How does it make its customers money?. A new McKinsey report, based on a survey of more than 200 senior marketers, found that CMOs struggle to explain how their martech stacks add value.",https://www.businessinsider.com/mckinsey-study-cmo-cant-measure-roi-martech-stacks-2025-10,Negative,-0.7
Harvard Business Review,Transforming Risk Management in Financial Services with Generative AI - SPONSOR CONTENT FROM PROVECTUS AND AWS. Sponsor content from Provectus and AWS.,https://hbr.org/sponsored/2025/10/transforming-risk-management-in-financial-services-with-generative-ai,Positive,0.4
Bolde.com,"13 Doomsday Scenarios That Could Actually Happen, According to Experts. These doomsday scenarios could actually happen according to experts.",https://www.bolde.com/520911-2/,Negative,-0.9
Business Insider,"Marc Andreessen says AI will give rise to a new type of filmmaker: 'That's a reason for profound optimism'. While AI has divided Hollywood, venture capitalist Marc Andreessen thinks the tech will make the path to becoming a filmmaker much easier.",https://www.businessinsider.com/marc-andreessen-ai-hollywood-movies-2025-10,Positive,0.9
Business Insider,"Don't panic: AI isn't here for your job (yet). In many cases, AI is likely to reshape jobs before it eliminates them. ""We're in the first stage of what will happen,"" one labor market observer said.",https://www.businessinsider.com/impact-ai-job-market-change-role-2025-10,Neutral,0.1
Nature.com,Will your study change the world? This AI tool predicts the impact of your research. A tool called Funding the Frontier visualizes all the downstream impacts of funding — and predicts which studies will have the biggest societal impact.,https://www.nature.com/articles/d41586-025-03120-6,Positive,0.85
Dezeen,"""AI has a significant impact on thinking and practice"" says CSM's Alex Warnock-Smith. Central Saint Martins is developing emotional and conceptual tools to navigate how students ethically approach artificial intelligence, says Alex Warnock-Smith, programme director of its Spatial Practices programme. At Central Saint Martins (CSM), design educ…",https://www.dezeen.com/2025/09/29/csms-alex-warnock-smith-dezeen-schoolshows-designing-the-future/,Neutral,0.0
Harvard Business Review,A Formula to Help Quantify the True Value of Marketing - SPONSOR CONTENT FROM ZETA GLOBAL. Sponsor Content from Zeta Global.,https://hbr.org/sponsored/2025/10/a-formula-to-help-quantify-the-true-value-of-marketing,Positive,0.7
Business Insider,"Inside the ""Dreamforce of healthcare,"" where AI hype and fear were hand in hand. Healthcare AI is booming. But at this year's HLTH conference, attendees were feeling the AI fatigue — and growing fears about OpenAI and Epic.",https://www.businessinsider.com/hlth-the-dreamforce-of-healthcare-ai-hype-met-fear-2025-10,Negative,-0.6
Yanko Design,"Designer Reimagines AI Through Victorian Craft Philosophy. Designer Reimagines AI Through Victorian Craft PhilosophyNormally, when you say artificial intelligence, it would typically conjure images of sleek servers and lightning-fast processing. But designer Max Park has taken a radically...",https://www.yankodesign.com/2025/10/12/designer-reimagines-ai-through-victorian-craft-philosophy/,Positive,0.5
Nature.com,"Daily briefing: Rookie researchers boost disruptive science. Having a newbie in your lab might boost innovation. Plus, the global impact of China’s pledge to cut greenhouse-gas emissions and engineering education reimagined.",https://www.nature.com/articles/d41586-025-03190-6,Positive,0.8
Core77.com,"Hardware is the New Salt: AI, Trust, and the New Era of Product Development. Editor's Note: This essay is part of a new series exploring how AI is transforming the way physical products are imagined, designed, and built. Hardware is the New Salt will spotlight several thinkers and makers at the intersection of AI and product design an…",https://www.core77.com/posts/139019/Hardware-is-the-New-Salt-AI-Trust-and-the-New-Era-of-Product-Development,Positive,0.4
Crazystupidtech.com,"iRobot Founder: Don't Believe the (AI and Robotics) Hype. Rodney Brooks, co-founder of three robotic companies and an AI guru has a pragmatic and honest opinions about the state of AI and Robotics. An interview!",https://crazystupidtech.com/2025/09/29/irobot-founder-dont-believe-the-ai-robotics-hype/,Negative,-0.5
Business Insider,The US military wants Shahed-style drones for a Pacific fight. A Virginia company says it has the answer.. The Iranian-designed Shahed became notorious in Ukraine. The US wants this style of drone for future fights.,https://www.businessinsider.com/us-military-needs-shahed-style-drones-virginia-company-offers-answer-2025-10,Neutral,-0.1
Twz.com,The Rise Of X-BAT. Shield AI's highly ambitious plan to disrupt the autonomous combat aircraft market with its VTOL stealth drone.,https://www.twz.com/air/the-rise-of-x-bat,Positive,0.8
TheStreet,"IonQ CEO just threw a curveball at Nvidia. In 2025, the quantum computing space essentially broke out of obscurity, with AI’s unrelenting demand spilling into virtually every compute bottleneck. For...",https://www.thestreet.com/technology/ionq-ceo-just-threw-a-curveball-at-nvidia,Positive,0.7
Business Insider,"Nvidia CEO Jensen Huang says the company will continue to sponsor H-1B visas and cover fees. Read his memo to staff.. In an internal message, NVIDIA CEO Jensen Huang reiterated his support for Trump's H-1B changes and shared personal reflections on immigration.",https://www.businessinsider.com/jensen-huang-nvidia-ceo-sponsor-h1bs-memo-2025-10,Neutral,0.0
Core77.com,"Hardware is the New Salt: Designing with Purpose in the Age of AI. Editor's Note: This is the first essay in a new series exploring how AI is transforming the way physical products are imagined, designed, and built. Hardware is the New Salt will spotlight several thinkers and makers at the intersection of AI and product desi…",https://www.core77.com/posts/139004/Hardware-is-the-New-Salt-Designing-with-Purpose-in-the-Age-of-AI,Positive,0.6
Yanko Design,"10 Best Automotive Designs Of October 2025. 10 Best Automotive Designs Of October 2025October 2025 marks a pivotal moment in automotive design, where traditional luxury meets radical innovation. This month’s standout designs represent everything from AI-powered personal mobility...",https://www.yankodesign.com/2025/10/04/10-best-automotive-designs-of-october-2025/,Positive,0.9
Forbes,"8 AI Ethics Trends That Will Redefine Trust And Accountability In 2026. As AI reshapes industries and societies, the biggest questions in 2026 will revolve around ethics, accountability, and trust.",https://www.forbes.com/sites/bernardmarr/2025/10/24/8-ai-ethics-trends-that-will-redefine-trust-and-accountability-in-2026/,Neutral,0.0
IGN,"Little Nightmares 3 Review. Little Nightmares 3 features little innovation, few scares, and limited appeal if you’ve already played the previous two games, unless you’re dead keen to experience the series’ signature brand of stop-start stealth with a friend in tow.",https://www.ign.com/articles/little-nightmares-3-review,Negative,-0.85
Dezeen,"Dezeen Awards 2025 Designers of the Year shortlist revealed. Dezeen has announced the Designers of the Year shortlist for this year's Dezeen Awards, which includes nominations for Kéré Architecture, Iris van Herpen and India Mahdavi. Our Designers of the Year awards recognise the best emerging and established talent wh…",https://www.dezeen.com/2025/10/10/dezeen-awards-2025-designers-of-the-year-shortlists/,Positive,0.9
Forbes,"From Elizabeth Taylor To Agentic AI: Could Walmart And OpenAI Outlast Our Jobs?. Discover how Walmart and OpenAI’s AI could transform retail, impact millions of jobs and reshape human roles in the workforce.",https://www.forbes.com/sites/saharhashmi/2025/10/16/from-elizabeth-taylor-to-agentic-ai-could-walmart-and-openai-outlast-our-jobs/,Negative,-0.75
